Address,Latency (ms)
154.65.14.19:8333,182.275956284153
156.146.137.142:8333,129.53456221198158
156.146.177.221:8333,128.48356807511738
157.131.247.204:8333,156.66233766233765
157.230.1.157:8333,85.5126582278481
157.230.221.126:8333,86.52459016393442
157.230.249.202:8333,179.20253164556962
157.230.84.223:8333,84.0
157.245.140.69:8333,85.48101265822785
157.245.150.18:8333,181.1868131868132
157.245.35.47:8333,23.64375
157.245.37.23:8333,21.120481927710845
157.90.109.206:8333,28.565217391304348
157.90.122.222:8333,3.0274725274725274
157.90.126.249:8333,3.3698630136986303
157.90.183.149:8333,1.0096153846153846
157.90.21.130:8333,2.808219178082192
157.90.40.117:8333,3.0546448087431695
158.101.139.58:8333,242.3276836158192
158.140.141.69:8333,1885.7753623188405
158.177.12.198:8333,14.759336099585063
158.69.69.14:8333,94.85205479452055
159.100.249.179:8333,10.589403973509933
159.223.119.50:8332,84.5
159.223.138.242:8333,85.08527131782945
159.223.167.84:8333,85.89759036144578
159.223.19.31:8333,64.1923076923077
159.246.25.52:8333,118.45641025641025
159.250.153.179:8333,123.812324929972
159.250.153.179:8444,119.84297520661157
159.65.126.251:8333,5.202185792349726
159.65.237.31:8333,86.52185792349727
159.65.88.87:8332,20.571428571428573
159.69.1.97:8333,3.0
159.69.123.234:8333,33.975
159.89.108.149:8333,8.019354838709678
159.89.124.195:8333,109.29395604395604
159.89.98.116:8333,8.081761006289309
16.162.255.137:8333,210.0415512465374
16.163.237.32:8333,199.73684210526315
160.16.110.6:8333,237.9945355191257
160.3.194.234:8333,188.93103448275863
160.40.51.95:8333,50.0
161.29.236.55:8333,334.37984496124034
161.35.13.76:8333,82.94501718213058
161.35.232.202:8333,166.37087912087912
161.35.54.110:8333,85.53086419753086
161.35.54.91:8332,83.8780487804878
161.35.90.45:8333,17.335443037974684
161.53.201.185:8333,27.768595041322314
161.97.133.225:8333,15.974789915966387
161.97.67.106:8333,12.006711409395972
162.157.114.53:8333,140.96907216494844
162.17.167.210:8333,174.13424657534247
162.19.83.236:8333,7.9879518072289155
162.19.89.171:8333,13.153846153846153
162.194.95.76:8333,160.30864197530863
162.217.113.138:8333,98.65895953757226
162.227.162.49:8333,159.85897435897436
162.250.191.222:8333,128.05238095238096
162.254.32.85:8333,150.78947368421052
162.55.179.141:8333,3.299625468164794
162.62.26.218:8333,41.0792349726776
163.172.53.103:8333,14.541208791208792
163.172.61.154:8333,15.218579234972678
164.68.109.215:8333,17.788732394366196
164.68.119.58:8333,19.265861027190333
164.68.120.100:8333,19.55704697986577
164.90.151.31:8333,169.19753086419752
164.92.133.143:8333,156.74468085106383
164.92.158.237:8332,16.318181818181817
164.92.80.157:8333,167.17021276595744
165.22.119.136:8333,21.444444444444443
165.22.154.213:8333,166.88235294117646
165.22.227.159:8333,110.80864197530865
165.22.229.88:8333,110.92592592592592
165.22.231.74:8333,111.19108280254777
165.227.163.238:8333,7.774390243902439
165.227.196.254:8333,82.67397260273972
165.227.44.240:8332,109.88524590163935
165.227.46.157:8333,157.95555555555555
165.227.84.200:8333,82.93715846994536
165.232.182.212:8333,132.45454545454547
166.70.49.26:8333,139.6198347107438
166.78.241.20:8333,101.52876712328766
166.78.241.25:8333,100.14207650273224
167.114.173.119:8333,95.1041095890411
167.114.82.78:8333,176.75
167.172.31.124:8333,83.95419847328245
167.179.108.82:8333,233.51232876712328
167.179.145.57:8333,289.6774193548387
167.235.232.139:8333,1.0344827586206897
167.235.31.105:8333,2.9956709956709955
167.71.102.102:8333,83.22465753424657
167.71.128.64:8333,21.068870523415978
167.71.131.130:8333,20.94137931034483
167.71.141.114:8333,21.463414634146343
167.86.101.64:8333,19.175141242937855
167.86.106.23:8333,19.78423236514523
167.86.90.239:8333,28.371584699453553
167.86.91.38:8333,12.181818181818182
167.99.118.53:8333,84.08695652173913
167.99.179.226:8333,108.94246575342466
167.99.52.178:8333,83.1256830601093
168.119.103.204:8333,6.827814569536423
168.119.155.116:8333,6.942857142857143
168.119.176.222:8333,6.836734693877551
168.119.51.177:8333,7.522012578616352
168.119.68.66:8333,1.0549019607843138
168.119.96.193:8333,6.826923076923077
170.187.156.77:8333,110.39285714285714
172.104.181.119:8333,176.9442896935933
172.105.14.192:8333,108.83333333333333
172.105.21.216:8333,106.7103825136612
172.112.153.95:8333,182.7584745762712
172.127.129.238:8333,138.35714285714286
172.218.28.110:8333,167.0
172.248.185.187:8333,568.7306397306397
172.81.182.248:8333,102.55555555555556
172.91.96.143:8333,161.75
172.96.161.244:8333,147.13424657534247
173.170.39.221:8333,133.19354838709677
173.173.211.102:8333,144.91666666666666
173.208.128.10:8333,127.72950819672131
173.230.157.253:8333,156.90437158469945
173.231.200.117:8333,149.20110192837467
173.249.48.168:8333,10.986187845303867
173.249.48.41:8333,14.64109589041096
173.249.7.254:8333,32.107142857142854
173.255.204.124:8333,127.76923076923077
173.3.208.175:8333,95.16666666666667
173.3.218.91:8333,110.61111111111111
173.33.223.148:8333,123.11428571428571
173.48.112.106:8333,113.08974358974359
173.63.221.40:8333,105.5
173.69.157.211:8333,108.1923076923077
173.71.216.2:8333,100.83333333333333
173.76.90.225:8333,116.06818181818181
173.79.145.64:8333,105.9090909090909
174.138.31.70:8333,180.55555555555554
174.138.48.244:8333,84.88888888888889
174.138.58.171:20008,82.87878787878788
174.21.129.136:8333,162.5
174.21.129.16:8333,163.45833333333334
174.21.147.207:8333,165.4
174.21.87.84:8333,168.89285714285714
174.26.141.126:8333,169.8181818181818
174.3.0.194:8333,202.2008733624454
174.30.63.245:8333,135.28048780487805
174.4.86.220:8333,156.25
174.45.182.45:8333,184.53416149068323
174.51.223.204:8333,145.48632218844986
174.61.163.5:8333,175.85043988269794
174.67.44.141:8333,138.8846153846154
174.70.112.181:8333,128.1
174.82.202.46:8333,137.0
174.88.143.6:8333,96.83333333333333
174.91.117.11:8333,104.21951219512195
174.91.193.124:8333,101.0
174.91.88.6:8333,104.93333333333334
174.94.155.224:8333,103.87945205479453
174.95.5.102:8333,111.85714285714286
174.97.197.95:8333,132.9752321981424
176.10.143.190:8333,35.44239631336406
176.114.244.10:8333,26.819444444444443
176.160.195.2:8333,17.0
176.169.154.165:8333,18.933333333333334
176.214.234.136:8333,47.63636363636363
176.31.249.106:8333,13.304109589041095
176.9.120.187:8333,1.5208333333333333
176.9.150.253:8333,24.43609022556391
176.9.32.126:8333,1.0141843971631206
176.9.38.204:8333,1.0957446808510638
176.9.76.148:8333,4.707070707070707
176.9.84.209:8333,15.806451612903226
176.99.12.143:8333,40.45454545454545
177.5.100.90:8333,287.03246753246754
178.124.162.209:8333,33.172413793103445
178.128.160.206:8333,20.841772151898734
178.128.221.177:8333,179.28242074927954
178.128.35.139:8333,21.669398907103826
178.143.52.84:8333,22.366391184573004
178.150.96.46:8333,643.3161764705883
178.175.135.16:8333,38.94444444444444
178.18.251.68:8333,14.03825136612022
178.193.176.88:8333,18.0
178.196.89.209:8333,14.872781065088757
178.198.72.156:8333,16.72690763052209
178.202.62.115:8333,17.714285714285715
178.21.118.178:8333,21.22222222222222
178.238.233.75:8333,12.792817679558011
178.250.157.186:8333,217.35714285714286
178.254.23.152:8333,14.038461538461538
178.39.116.98:8333,18.11918604651163
178.41.236.66:8333,41.016949152542374
178.48.160.142:8333,69.81437125748504
178.48.168.12:8333,34.37152777777778
178.62.110.44:8333,20.502463054187192
178.62.2.80:8333,23.315068493150687
178.62.80.20:8333,21.063013698630137
178.62.83.193:8333,20.744791666666668
178.83.160.129:8333,22.382978723404257
178.84.195.84:8333,27.20967741935484
179.187.84.115:8333,248.5
18.130.244.225:8333,20.308943089430894
18.140.174.141:59050,169.3221153846154
18.140.174.141:59070,162.43127962085308
18.144.54.86:8333,166.31043956043956
18.157.105.66:8333,27.27548209366391
18.162.245.103:8333,211.02197802197801
18.163.231.216:8333,204.0
18.166.31.177:8333,210.31521739130434
18.166.56.29:8333,209.58964143426294
18.167.214.54:8333,214.3877551020408
18.170.56.78:8333,19.523333333333333
18.180.86.136:8333,246.496
18.183.106.18:8333,247.72328767123287
18.191.3.235:8333,100.0
18.191.89.177:8333,98.58955223880596
18.192.62.41:8333,5.912328767123288
18.198.16.76:8333,6.221311475409836
18.198.93.234:8333,5.989041095890411
18.203.101.234:5001,29.01948051948052
18.217.155.30:8333,100.72727272727273
18.217.233.255:8333,100.05263157894737
18.221.151.220:39849,100.0
18.228.144.20:8333,213.01869158878506
18.232.118.18:8333,95.778125
18.237.1.249:8333,185.55555555555554
18.237.223.114:8333,164.15300546448088
18.27.79.17:8333,102.76543209876543
180.70.85.132:8333,261.22105263157897
181.162.213.128:8333,232.66666666666666
182.16.21.162:8333,196.17094017094018
182.69.118.149:8333,255.40636042402826
184.144.209.161:8333,96.4
184.147.185.133:8333,112.6
184.16.149.200:8333,137.52631578947367
184.160.179.106:8333,112.19354838709677
184.171.208.109:8333,103.1978021978022
184.19.26.29:8333,119.3076923076923
184.54.120.123:8333,131.08333333333334
184.56.122.69:8333,116.11111111111111
184.68.216.134:8333,873.0307692307692
184.71.16.114:8333,172.50692520775624
184.73.88.10:8333,97.0059880239521
184.89.169.254:8333,135.33333333333334
184.95.32.132:8663,142.3815789473684
185.101.93.105:8333,18.88186813186813
185.113.129.154:8333,25.706043956043956
185.126.95.99:8333,43.98924731182796
185.132.133.143:8333,16.458791208791208
185.132.133.160:8333,16.434426229508198
185.132.177.16:8333,15.461538461538462
185.142.236.120:8333,17.275
185.144.83.131:8333,31.427397260273974
185.148.147.47:8333,29.817391304347826
185.150.160.208:8333,186.32054794520548
185.150.160.210:8333,16.31129476584022
185.150.162.111:8333,14.190082644628099
185.151.241.15:8333,41.41379310344828
185.154.2.3:8333,67.45679012345678
185.159.20.143:8333,16.830601092896174
185.165.170.19:8333,61.270718232044196
185.165.170.59:8333,61.31182795698925
185.170.213.34:8333,12.712389380530974
185.175.90.195:8333,75.37769784172662
185.180.221.201:8333,14.765027322404372
185.182.194.12:8333,16.104477611940297
185.183.195.150:8333,17.53191489361702
185.183.33.80:8333,15.178082191780822
185.185.26.141:8111,2.5835616438356164
185.19.28.195:8333,14.44535519125683
185.193.227.36:8333,13.379781420765028
185.197.163.136:8333,552.1395348837209
185.227.70.217:8333,238.390243902439
185.233.189.210:8333,3.2837837837837838
185.236.231.207:8333,101.6
185.243.218.19:8333,36.65124555160142
185.248.163.196:8444,11.333333333333334
185.25.224.202:8333,36.754901960784316
185.25.48.148:8333,30.428571428571427
185.25.48.184:8333,32.60382513661202
185.251.20.6:8333,34.083333333333336
185.252.178.217:8333,14.0
185.252.246.108:8333,15.29861111111111
185.26.28.173:8333,44.63013698630137
185.49.169.139:8333,62.089595375722546
185.6.124.16:8333,46.612021857923494
185.7.33.119:8333,31.791666666666668
185.87.149.61:11080,119.24358974358974
185.98.54.20:8333,11.7013698630137
186.31.109.26:8333,186.0
187.102.43.58:8333,221.07692307692307
187.206.1.201:8333,172.53333333333333
188.112.145.230:8333,31.384615384615383
188.117.245.195:8333,20.90251572327044
188.121.252.236:8333,13.857534246575343
188.126.15.127:8333,30.301652892561982
188.127.243.114:8333,41.0
188.155.225.42:8333,19.017391304347825
188.156.112.68:8333,23.705882352941178
188.165.211.112:8333,13.206185567010309
188.165.250.42:8333,13.21875
188.166.102.232:8333,17.576923076923077
188.166.102.98:8333,17.146853146853147
188.166.104.44:8333,17.32515337423313
188.166.134.44:8333,34.142857142857146
188.166.250.4:8333,178.88235294117646
188.166.254.248:8333,177.79271708683473
188.166.66.205:8333,15.514925373134329
188.190.234.13:8333,449.8181818181818
188.226.63.62:8333,70.62264150943396
188.241.120.12:8333,14.5
188.241.177.53:31238,243.0
188.32.14.31:8334,42.38082191780822
188.37.24.190:8333,52.065934065934066
188.62.252.60:8333,18.22826086956522
188.68.53.44:8333,3.3808219178082193
188.68.59.251:8333,5.497536945812808
189.61.15.74:8333,226.0
190.108.200.206:8333,183.42222222222222
190.2.148.87:8333,16.07123287671233
190.2.150.132:8333,13.481203007518797
190.210.62.109:8333,235.6
190.211.208.140:8333,247.4090909090909
192.195.249.67:8333,113.51020408163265
192.222.147.141:8333,111.53358208955224
192.241.142.27:8333,83.4672131147541
192.31.136.90:8333,97.54761904761905
192.99.135.207:8333,94.79722222222222
192.99.32.109:8333,94.59836065573771
192.99.39.160:8333,93.8543956043956
192.99.8.31:8333,94.08695652173913
193.106.31.42:8333,45.873493975903614
193.111.198.187:8111,8.0
193.111.83.145:8333,40.08064516129032
193.111.83.154:8333,39.95375722543353
193.111.83.218:8333,39.529411764705884
193.13.165.152:8333,30.78688524590164
193.138.218.72:8333,19.172131147540984
193.19.119.234:8333,40.14655172413793
193.196.37.62:8333,15.873949579831933
193.196.38.189:8333,7.734939759036145
193.198.68.185:8333,27.873626373626372
193.30.121.100:8333,3.0
193.32.127.160:60969,42.73684210526316
193.32.249.168:57658,48.46341463414634
193.37.255.146:8333,28.884615384615383
193.70.114.101:8333,9.0
193.70.32.13:8333,13.789473684210526
194.103.157.11:8333,28.761904761904763
194.135.92.96:8333,28.14245014245014
194.14.246.205:8333,32.554016620498615
194.14.246.50:8333,27.941828254847646
194.147.113.201:8333,34.07492795389049
194.163.144.199:8333,13.927350427350428
194.163.173.211:8333,13.733333333333333
194.182.162.2:8333,14.449315068493151
194.187.224.131:8333,51.579387186629525
194.219.62.23:8333,56.136986301369866
194.36.91.253:8333,75.29608938547486
195.154.164.243:8333,15.307692307692308
195.154.187.6:8333,14.950138504155124
195.189.226.74:8333,40.47435897435897
195.201.130.1:8333,2.9642857142857144
195.201.160.188:8333,35.625
195.201.202.225:8333,1.0031347962382444
195.240.111.6:8333,14.488479262672811
195.99.208.66:8333,20.800632911392405
197.211.133.34:8333,31.022727272727273
197.90.66.248:8333,199.0
198.187.28.94:8333,147.97802197802199
198.211.102.227:8333,82.73150684931507
198.27.69.166:8333,94.8170731707317
198.46.251.92:8333,101.15060240963855
198.55.58.249:8333,111.23809523809524
198.72.222.109:8333,174.5897435897436
198.84.146.8:8333,128.83928571428572
199.126.234.237:8333,151.6797385620915
199.247.7.208:8333,6.991803278688525
199.38.86.150:8333,109.1
2.201.16.11:8333,11.0
2.230.9.7:8333,983.2709677419355
2.3.25.181:8333,31.652173913043477
2.59.36.110:8333,12.51923076923077
2.87.220.101:8333,49.0
20.127.164.72:8333,90.73170731707317
20.210.120.76:8333,221.18072289156626
20.210.226.26:8333,221.37654320987653
20.218.126.250:8333,5.382978723404255
200.116.154.131:8333,178.52631578947367
200.122.181.26:8333,167.23111111111112
2001-18b8-0-100-0-b00b-420-69:8333,113.23463687150839
2001-19f0-6001-39aa-5400-3ff-fef0-916:8333,153.38967136150234
2001-19f0-6001-5ee9-5400-3ff-fe8e-1e03:8333,151.9294117647059
2001-19f0-6401-ec0-5400-3ff-fe43-93ce:8333,126.08849557522124
2001-4060-4419-8001--42:8333,22.004524886877828
2001-41d0-1-f2d4--1:8333,13.129032258064516
2001-41d0-1008-b86--:8333,13.145658263305322
2001-41d0-2-7a87--1:8333,13.151815181518153
2001-41d0-2-7eb7--:8333,13.0
2001-41d0-2-8bc9--1:8333,13.220779220779221
2001-41d0-2-bf8f--:8333,13.64931506849315
2001-41d0-2-d41c--1:8333,13.259154929577464
2001-41d0-2-e45a--:8333,13.393939393939394
2001-41d0-2-e4d4--:8333,13.53825136612022
2001-41d0-203-86a4--:8333,13.025531914893618
2001-41d0-203-93e3--:8333,16.920353982300885
2001-41d0-303-2708--:8833,13.633802816901408
2001-41d0-303-de8a--:8333,14.552486187845304
2001-41d0-303-f566--:8333,14.512396694214877
2001-41d0-306-c50--:8333,13.029411764705882
2001-41d0-403-3d61--:8333,8.612637362637363
2001-41d0-403-54ec--:8333,8.0
2001-41d0-403-5662--:8333,8.0
2001-41d0-403-c02--:8333,7.99171270718232
2001-41d0-405-9600--:8333,8.0
2001-41d0-602-21cc--:8333,23.412742382271468
2001-41d0-602-a27--:8333,24.178571428571427
2001-41d0-8-6aa0--1:15718,13.0
2001-41d0-8-88de--:8333,13.945054945054945
2001-41d0-8-b9d8--1:8333,13.403846153846153
2001-41d0-8-c30f--1:8333,13.874251497005988
2001-41d0-8-d644--1:8333,14.853185595567867
2001-41d0-8-ed7f--1:8333,13.11111111111111
2001-41d0-800-10c0--:8333,17.493150684931507
2001-41d0-800-1d55--:8333,17.025641025641026
2001-41d0-800-2b9e--:8333,17.06371191135734
2001-41d0-800-3e2-baac-77d9-c920-9b5e:8333,17.0
2001-41d0-a-6a27--1:8333,15.639344262295081
2001-41d0-a-6fbe--:8333,13.757142857142858
2001-41f0--62-6974-636f-696e:8333,32.36158192090395
2001-470-18-277--2:8333,219.91228070175438
2001-470-1f05-4e5--2000:8333,293.0
2001-470-1f07-803-20c-29ff-fe2d-5879:8333,112.52571428571429
2001-470-1f1b-365-aa20-66ff-fe3f-1909:8333,49.142857142857146
